character_posX,character_posY,character_velX,character_velY,character_accX,character_accY,character_orientation,character_rotation,character_angAcc,monster_posX,monster_posY,monster_velX,monster_velY,monster_accX,monster_accY,monster_orientation,monster_rotation,monster_angAcc,monster_image,action
430.19324,188.30994,-0.0040271827,0.99999094,8.948085E-5,4.172325E-7,0.019140625,0.0,0.0,355.6012,108.40407,0.2271445,0.6288189,-0.0025561259,-0.004647595,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.1892,189.30992,-0.0039377017,0.99999136,8.200905E-5,3.8146973E-7,0.019140625,0.0,0.0,355.82834,109.03289,0.22458836,0.6241713,-0.002618511,-0.005063176,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.18527,190.3099,-0.0038556927,0.9999917,7.518053E-5,3.516674E-7,0.019140625,0.0,0.0,356.05292,109.65706,0.22196986,0.61910814,-0.0026710704,-0.0054306984,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.18143,191.30989,-0.0037805121,0.9999921,6.892563E-5,3.1590463E-7,0.019140625,0.0,0.0,356.2749,110.27617,0.21929878,0.61367744,-0.0027147413,-0.0057543814,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.17764,192.30988,-0.0037115866,0.9999924,6.323422E-5,2.9206277E-7,0.019140625,0.0,0.0,356.4942,110.88985,0.21658404,0.60792303,-0.002750285,-0.0060380874,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.17392,193.30988,-0.0036483523,0.99999267,5.804661E-5,2.6226044E-7,0.019140625,0.0,0.0,356.7108,111.49777,0.21383375,0.60188496,-0.002778475,-0.0062853815,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.17026,194.30988,-0.0035903058,0.9999929,5.3308926E-5,2.4437904E-7,0.019140625,0.0,0.0,356.92462,112.099655,0.21105528,0.5955996,-0.0027999983,-0.0064994753,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.16666,195.30988,-0.003536997,0.99999315,4.8972433E-5,2.2053719E-7,0.019140625,0.0,0.0,357.13568,112.69525,0.20825528,0.5891001,-0.027259585,0.010793662,-0.33257332,0.0,0.01,cuteMonster_red.jpeg,PathFollow
430.16312,196.30988,-0.0034880245,0.9999934,4.499294E-5,2.026558E-7,0.019140625,0.0,0.0,357.34393,113.284355,0.18099569,0.5998938,-0.024770122,0.009692061,-0.33257332,0.01,0.009000001,cuteMonster_red.jpeg,PathFollow
430.15964,197.30988,-0.0034430316,0.99999356,4.1330397E-5,1.847744E-7,0.019140625,0.0,0.0,357.52493,113.88425,0.15622556,0.6095859,-0.022509303,0.0087018255,-0.32257333,0.019000001,0.0081,cuteMonster_red.jpeg,PathFollow
430.1562,198.30988,-0.003401701,0.99999374,3.800746E-5,1.66893E-7,0.019140625,0.0,0.0,357.68115,114.493835,0.13371626,0.6182877,-0.02045608,0.0078118206,-0.30357334,0.0271,0.0072899996,cuteMonster_red.jpeg,PathFollow
430.1528,199.30988,-0.0033636936,0.9999939,3.492837E-5,1.4901161E-7,0.019140625,0.0,0.0,357.81488,115.11212,0.11326018,0.6260995,-0.018591374,0.007011986,-0.27647334,0.03439,0.006561001,cuteMonster_red.jpeg,PathFollow
430.14944,200.30988,-0.0033287653,0.99999404,1.1843548E-4,3.6358833E-7,0.019140625,0.0,0.0,357.92813,115.73822,0.094668806,0.63311154,-0.016897801,0.006293303,-0.24208334,0.040951,0.0058869636,cuteMonster_red.jpeg,PathFollow
430.14612,201.30988,-0.00321033,0.9999944,1.083127E-4,3.3974646E-7,0.019140625,0.0,0.0,358.0228,116.37133,0.07777101,0.63940483,-0.015359625,0.0056476234,-0.20113234,0.046837963,0.004187514,cuteMonster_red.jpeg,PathFollow
430.1429,202.30988,-0.003102017,0.99999475,9.90727E-5,2.9802322E-7,0.019140625,0.0,0.0,358.10056,117.010735,0.062411383,0.64505243,-0.013962528,0.005067599,-0.15429437,0.051025476,0.0024841267,cuteMonster_red.jpeg,PathFollow
430.1398,203.30988,-0.0030029444,0.99999505,9.066712E-5,2.8014182E-7,0.019140625,0.0,0.0,358.16296,117.655785,0.048448853,0.65012,-0.012693534,0.0045466004,-0.10326889,0.053509604,8.263476E-4,cuteMonster_red.jpeg,PathFollow
430.1368,204.30988,-0.0029122774,0.99999535,8.2962004E-5,2.5629998E-7,0.019140625,0.0,0.0,358.21143,118.30591,0.03575532,0.6546666,-0.011540852,0.004078674,-0.049759287,0.05433595,-7.4116886E-4,cuteMonster_red.jpeg,PathFollow
430.1339,205.30988,-0.0028293154,0.9999956,7.592801E-5,2.2649765E-7,0.019140625,0.0,0.0,358.2472,118.96057,0.024214469,0.6587453,-0.010493753,0.0036584674,0.0045766644,0.053594783,-0.0021795873,cuteMonster_red.jpeg,PathFollow
430.13107,206.30988,-0.0027533874,0.9999958,6.954118E-5,2.0861626E-7,0.019140625,0.0,0.0,358.2714,119.619316,0.013720716,0.66240376,-0.009542494,0.0032811642,0.058171447,0.051415198,-0.0034565784,cuteMonster_red.jpeg,PathFollow
